respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,¿Con qué frecuencia ha experimentado las siguientes emociones durante su proceso de aprendizaje?,,,,,,,,,,Recuerde la situación más emotiva que haya vivido este semestre.   Seleccione la emoción más relacionada  con esa situación y describa la situación.,,Recuerde la situación más difícil que haya vivido durante toda su carrera. Seleccione la emoción más relacionada con esa situación y describa la situación.,,Imagine una situación que quisiera vivir en su último semestre. Seleccione la emoción más relacionada con esa situación y describa la situación.,,"Han estado trabajando en un problema durante días sin lograr resolverlo. La fecha de entrega de la solución es mañana a primera hora. El grupo decide solicitar al profesor unos días más de plazo, pero él no lo concede.¿Qué emoción sentiría en ese momento?",,Están en la recta final para entregar el proyecto del semestre. Su proyecto genera un error y ustedes no han encontrado la causa. Unas horas antes de la entrega un compañero mira su proyecto y les indica el problema. Ustedes alcanzan a resolverlo.¿Qué emoción sentiría en ese momento?,,Su profesor les comunica que ha encontrado evidencia de copia en algunos de los trabajos del grupo y les pide a todos que se acerquen a su oficina para aclarar la situación. ¿Qué emoción sentiría en ese momento?,,¿Cuál es su género?,,¿Cuál de estos cursos está cursando actualmente?,,,,,,
10355915778,220262807,11/15/2018 12:21:45 PM,11/19/2018 11:34:59 PM,,,,,,Casi nunca,Algunas veces,Muchas veces,Casi nunca,Casi siempre,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Frustración,"La situación más significativa fue, quizás, cuando tuve que prensentar un trabajo pero no lograba concentrarme en absoluto pasé horas haciendolo, tampoco ayudó que fuera sobre el tiempo, y al final concideré que fue muy mediocre y ni siquiera llegué a prensentarlo.",Decepción,"Se puede decri que la transción entre algunos semestres, en cocreto entre segundo y tercero y entre tercero y cuarto, debido a que en dichos semestres me fue mal academicamente, y eso sumado a una persistencia en sencasiones de tristeza y culpa llevó a que sintiera descepción y no me sientiera nada comodo.",Curiosidad,"Es una mezcla entre curiosidad y disfrute pero creo que sobresale la curiosidad. Me gustaría estar haciendo practicas y adicionalmente participar en el desarrollo de alguna investiación, todo ello me generaría una inmensa curiosidad sobre lo que haría en el futuro y como hacerlo, por supuesto tambié generaría goce y satisfacción.",Ansiedad,Le expodría que problema nos atascó y admitiría cierta resposabilidad por no poder resolver el problema antes. Adicionalmente le mecionaría que si nos podría ayudar a detectar el problema incluso si ya se realizó la entrega y no hay una nota asicional por corregir lo ya hecho,Alivio,"Le agredecería infinitamente la ayuda que nos brindó, y le dría que es muy amable, gentil y atento.",Ansiedad,Le diría que me siento nervioso por la situación a pesar de tener la certeza de no haber realizado copia.,Másculino,,,,,,PDSW,,
10355369386,220262807,11/15/2018 09:16:36 AM,11/15/2018 11:17:26 AM,,,,,,Algunas veces,Muchas veces,Muchas veces,Muchas veces,Casi siempre,Casi nunca,Casi siempre,Algunas veces,Casi siempre,Casi nunca,Satisfacción,Cuando logré la plataforma de SOPC despues de 2 semanas de intentarlo,Frustración,"Cuando cancele una materia en 3er semestre, ya que llegué a pensar si enserio era mi carrera",Satisfacción,Poder tener el énfasis que quiero y realizar las practicas,Confusión,"No entiendo porque no se puede tener en cuenta las situaciones que el trabajo puede presentar, ni como es que no se puede tener en cuenta el esfuerzo realizado, siempre y cuando el profesor sea consiente del trabajo del equipo.",Satisfacción,"Muchas gracias, ya que fue una fuente de ayuda en un momento critico",Confusión,"Ya lo he vivido, y la respuesta al acto fue que el otro grupo tomo mi trabajo sin mi autorización, lo cual solo me deja la sensacion de confusión al no ser responsable de la situación.",Másculino,,,,,,PDSW,,
10355324986,220262807,11/15/2018 08:59:36 AM,11/15/2018 09:11:49 AM,,,,,,Muchas veces,Algunas veces,Siempre,Muchas veces,Muchas veces,Casi siempre,Casi nunca,Casi siempre,Casi nunca,Muchas veces,Alivio,"Al ver las notas del primer corte, sentí un gran alivio al tener un buen desempeño.",Frustración,Al perder 4 de las 5 materias del primer corte del semestre pasado.,Satisfacción,La satisfacción de saber que pude terminar la carrera.,Decepción,Que no le dediqué el tiempo suficiente para solucionar el problema.,Alivio,"Estaria muy agradecido, le invitaría a una empanada por la ayuda.",Curiosidad,"Nosotros no hicimos el plagio, asi que no pasaría nada.  ",Másculino,,,,MBDA,,,,
10355321645,220262807,11/15/2018 08:57:08 AM,11/15/2018 09:12:58 AM,,,,,,Casi nunca,Siempre,Muchas veces,Algunas veces,Siempre,Algunas veces,Muchas veces,Casi siempre,Casi siempre,Casi nunca,Satisfacción,Al resolver problemas y dudas de los temas vistos en el semestre,Ansiedad,El no entender un tema importante y quedarme atrasado en los temas que le siguen (LCAL),Curiosidad,Por lo que viene en el futuro después del último semestre,Frustración,"Que el tema del trabajo no es nada claro y hay muchas dudas, así que no sería bueno recoger un trabajo en el que sus estudiantes aún no entienden ",Ansiedad,"Gracias por aclararnos el problema, ansiosamente le agradecería por salvarnos el proyecto",Confusión,Es extraño por qué hay sospechas de plagio y empezaría a divagar sobre que habrá sucedido para que se presentará la situacion ,Másculino,,PIMB,,,,,,
10355306631,220262807,11/15/2018 08:51:31 AM,11/15/2018 09:04:05 AM,,,,,,Siempre,Casi siempre,Siempre,Algunas veces,Casi siempre,Casi nunca,Siempre,Siempre,Siempre,Muchas veces,Curiosidad,"Cuando nos explicaban temas relacionados con la Ing. Sistemas, y encontrabamos temas bastante asombrosos",Frustración,Cuando se me dificultaba entender la programación dinámica me sentía frustrado.,Satisfacción,"satisfacción de haber logrado mis metas, de culminar otra etapa en mi vida y haber ampliado mi conocimiento.",Frustración,"Profe, debería entender nuestra dificultad sobre el tema y ayudarnos mínimamente a aclarar nuestras dudas pues no somos pocos los que no entendemos.",Satisfacción,"primero agradecería su ayuda, posteriormente le invitaría algo por su ayuda.",Ansiedad,"Le diría que no se afanara, que se relajase y hablare sinceramente sobre sus motivos para hacer copia.",Másculino,,,,MBDA,,,,
10355294449,220262807,11/15/2018 08:46:45 AM,11/15/2018 09:09:10 AM,,,,,,Casi nunca,Muchas veces,Casi siempre,Casi siempre,Siempre,Algunas veces,Casi siempre,Muchas veces,Casi siempre,Siempre,Frustración,"En el primer corte de la materia TPRO obtuve una calificacion muy baja, que provoco la perdida del corte.",Temor,"En el momento que entre a segundo semestre, entro el temor de saber si la carrera era lo que yo queria",Alivio,Salir de la universidad con un buen empleo relacionado con la linea de especialización o con un proyecto para ser independiente,Frustración,"Que reconsidere la dificultad del problema, y tenga en cuenta el trabajo realizado desde  que lo dejo,  que deberia empezar a considerar la relacion tiempo-dificultad",Disfrute,Le agradeceria bastante y le invitaria algo de comer ,Confusión,Le diria que no se por que nos acuso a todos si  como yo hay mucha gente honesta que realiza sus trabajos a conciencia,Másculino,,,,MBDA,,,,
10355269138,220262807,11/15/2018 08:35:46 AM,11/15/2018 08:47:38 AM,,,,,,Muchas veces,Algunas veces,Casi siempre,Algunas veces,Algunas veces,Muchas veces,Casi nunca,Muchas veces,Algunas veces,Siempre,Alivio,,Temor,,Disfrute,,Decepción,Me siento mal por no haber logrado la tarea  y me siento muy decepcionado conmigo mismo. ,Alivio,Un gran alivio y satisfaccion por haber solucionado el problema,Curiosidad,Estoy tranquilo y con curiosidad de saber quien hizó copia,Másculino,,,,,,PDSW,,
10355084685,220262807,11/15/2018 07:02:05 AM,11/15/2018 07:07:39 AM,,,,,,Casi nunca,Muchas veces,Casi nunca,Casi nunca,Muchas veces,Casi nunca,Muchas veces,Casi nunca,Muchas veces,Algunas veces,Satisfacción,,Confusión,,Disfrute,,Temor,,Alivio,,Temor,,Másculino,,PIMB,,,,,,
10354994326,220262807,11/15/2018 06:05:34 AM,11/19/2018 12:41:30 PM,,,,,,Algunas veces,Muchas veces,Algunas veces,Algunas veces,Muchas veces,Algunas veces,Muchas veces,Muchas veces,Algunas veces,Muchas veces,Disfrute,,Frustración,,Disfrute,,Frustración,,Alivio,,Temor,,Másculino,,,PIMO,,,,,
10354764377,220262807,11/15/2018 03:39:21 AM,11/15/2018 03:55:47 AM,,,,,,Algunas veces,Muchas veces,Muchas veces,Muchas veces,Algunas veces,Algunas veces,Casi siempre,Casi nunca,Muchas veces,Casi nunca,Disfrute,"Fue el momento cuando realice mk primer programa en python, sabía que estaba entrando en un mundo de infinitas posibilidades ",Decepción,"Haber tenido que cancelar una materia, debido a que no la entendía muy bien",Satisfacción,"Haber culminado mi carrera, y al momento de graduarme darme cuenta que estoy listo para salir al mundo e intentar aportar un cambio",Ansiedad,"Le diría que pues a pesar de haber intentado resolverlo, y con ayuda de las herramientas como las monitorias, se nos dificultó el tema y no pudimos hacerlo, que si nos puede dar otro trabajo para entregarlo y así subir la nota perdida",Satisfacción,"Parcero, gracias por todo, no sabíamos que era lo que estaba mal, se ganó la pola",Alivio,Pues yo soy honesto y sé que yo no me copie; pero tengo curiosidad de quien pueda ser la persona que lo hizo,Másculino,,PIMB,,,,,,
10354610608,220262807,11/15/2018 01:35:04 AM,11/15/2018 01:42:01 AM,,,,,,Muchas veces,Muchas veces,Siempre,Casi siempre,Casi siempre,Casi siempre,Algunas veces,Casi siempre,Muchas veces,Siempre,Frustración,El hecho de tener que cancelar materias por ser incapaz de conseguir una nota para pasar. ,Ansiedad,La semana de parciales finales y la de entrega de notas. ,Satisfacción,Terminar todo por lo que estoy trabajando en estos tiempos. ,Frustración,Siento que tal vez debería ser un poco más comprensivo con la situación. ,Alivio,Le agradecería enormemente y le invitaría una pola. ,Alivio,"Menos mal que no nos copiamos parce, que bueno que somos juiciosos. ",Másculino,,PIMB,,,,,,
10354553642,220262807,11/15/2018 12:35:33 AM,11/15/2018 12:45:13 AM,,,,,,Casi siempre,Algunas veces,Casi siempre,Casi siempre,Muchas veces,Casi siempre,Algunas veces,Casi siempre,Casi nunca,Casi siempre,Frustración,No entender de que habla el profesor y fingir que si estoy entendiendo,Decepción,"Sentirse incapaz de llevar a cabo una labor, esa sensación de querer hacer algo pero no entender nada, ni siquiera saber como empezar.",Satisfacción,Satisfacción de haber cumplido pero con un sin sabor de boca,Ansiedad,"Que no se como proceder, que siento decepcion por no haber cumplido y no haber llevado a cabo el trabajo.",Satisfacción,"Muchas gracias hermano por su gran ayuda al encontrar el error en nuestro problema, que satisfacción contar con gente como usted",Ansiedad,"Tengo ansiedad de saber que aunque hice las cosas bien, uno nunca sabe si puede que alguien se haya copiado de uno.",Másculino,,,,,,PDSW,,
10354491508,220262807,11/14/2018 11:42:05 PM,11/14/2018 11:46:53 PM,,,,,,Casi nunca,Muchas veces,Algunas veces,Muchas veces,Muchas veces,Muchas veces,Algunas veces,Muchas veces,Casi siempre,Casi siempre,Satisfacción,,Confusión,,Disfrute,,Frustración,,Satisfacción,,Confusión,,Femenino,,,PIMO,MBDA,,,,
10354482083,220262807,11/14/2018 11:34:08 PM,11/14/2018 11:44:48 PM,,,,,,Algunas veces,Muchas veces,Algunas veces,Muchas veces,Siempre,Algunas veces,Casi siempre,Algunas veces,Siempre,Casi nunca,Frustración,Al momento de realizar los ejercicios y no poder subirlos por algún problema que no lograba reconocer y que no era gran cosa ,Decepción,Al pensar que en un parcial me fue bien y darme cuenta de que no fue así para así estar decepcionado de no haber sacado una buena nota ,Disfrute,Por poder lograr todo durante el transcurso de mi carrera ,Frustración,Que hemos intentado por todos los lados posibles y que no hemos podido corregir el error y que de verdad necesitamos más tiempo ,Alivio,Muchas gracias por habernos ayudado con el problema ,Temor,Que estoy preocupado por la situación y por lo que pueda pasar ,Másculino,,PIMB,,,,,,
10354465115,220262807,11/14/2018 11:20:44 PM,11/14/2018 11:26:50 PM,,,,,,Algunas veces,Casi nunca,Casi siempre,Algunas veces,Casi siempre,Algunas veces,Algunas veces,Muchas veces,Algunas veces,Algunas veces,Frustración,,Temor,,Satisfacción,,Frustración,,Alivio,,Curiosidad,,Másculino,,PIMB,,,,,,
10354454298,220262807,11/14/2018 11:12:06 PM,11/14/2018 11:18:23 PM,,,,,,Muchas veces,Algunas veces,Casi siempre,Casi siempre,Muchas veces,Casi siempre,Siempre,Muchas veces,Muchas veces,Algunas veces,Decepción,Realmente fue porque tuve que cancelar una materia ya que no lograba rescatarla,Ansiedad,"Justo antes de exámenes finales en mi primer semestre, se sentía super horrible el pensamiento en las cosas ya que no había tenido un examen del qué dependiera tanto una materia  ",Alivio,Pues básicamente sería por el hecho de haber podido termina la carrera,Frustración,,Satisfacción,,Temor,,Másculino,,,PIMO,,,,,
10354418472,220262807,11/14/2018 10:45:16 PM,11/14/2018 10:56:56 PM,,,,,,Algunas veces,Muchas veces,Muchas veces,Muchas veces,Muchas veces,Algunas veces,Muchas veces,Algunas veces,Muchas veces,Algunas veces,Alivio,,Decepción,,Satisfacción,,Frustración,"no estaría de acuerdo con su decision, pues el esfuerzo que he invertido no lo tiene en cuenta",Alivio,"gracias por ayudarnos, pues nos ayudo a resolverlo a tiempo",Confusión,"que sucede?, que diga lo que realmente pasó y porque",Másculino,,,,,,PDSW,,
10354399996,220262807,11/14/2018 10:31:52 PM,11/16/2018 04:30:51 PM,,,,,,Casi nunca,Algunas veces,Nunca,Casi nunca,Casi siempre,Casi nunca,Casi siempre,Algunas veces,Muchas veces,Nunca,Curiosidad,Al tener en consideración que para pdsw uniríamos tanto poob como mbda tenia mis dudas como seria,Temor,Ante la cuestión de si nos negarían algunos beneficios por un fraude con unos amigos que a la final fue una confusión muy absurda,Satisfacción,Al saber que las asignaturas que vi me fueron de provecho para poder desarrollar otras actividades o incluso para entender el mundo a mayor profundidad,Frustración,Debimos acudir antes a alguien para que nos ayudara en esta situación ya que no pudimos nosotros así que le agradecemos de corazón que nos de un plazo corto para que usted o alguien mas nos ayude entender como podemos resolver el problema,Alivio,"Ufff pa te mereces el cielo ome, ¿como fue que lo encontraste pa? ¿cual fue? sos groso ome",Confusión,"No entiendo porque nos citan pa, nosotros no hicimos copia a duras penas algunas cosas de stackoverflow pero tal cual solo fueron para salir de dudas, ¿sera por eso y muchos sacaron dudas de ese hilo?",Másculino,,,,,,PDSW,,
10354364359,220262807,11/14/2018 10:08:35 PM,11/14/2018 10:13:51 PM,,,,,,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Alivio,me netere que habia pasado un examen del 100 % de la materia,Frustración,"me enferme el dia del examen y entre a ver como estaba, cuando lo vi estaba demasiado fácil pero me enferme demasiado y me toco salirme a mitad del examen sin terminarlo, cuando volvi el profesor dijo que no lo repetia",Curiosidad,Desearia ser profesor por un dia para mirar que se siente serlo ,Frustración,"que lo que se deberia valorar es el aprendizaje que obtenemos y no un trabajo, el trabajo es para reforzar el aprendizaje",Alivio,,Temor,,Másculino,,,PIMO,,,,,
10354317078,220262807,11/14/2018 09:36:48 PM,11/14/2018 09:46:11 PM,,,,,,Casi nunca,Muchas veces,Muchas veces,Muchas veces,Casi siempre,Muchas veces,Casi siempre,Muchas veces,Casi siempre,Muchas veces,Satisfacción,Después de presentar un parcial al que temía demasiado. ,Frustración,"Al cancelar una materia, senti decepcion de mi por no haber podido con esta",Disfrute,Logre un sueño que deseo demasiado. Gozare mucho el ultimo semestre con los compañeros. ,Temor,"Que tengo dificultades con el tema, que me da miedo perder la materia o que ese tema sea consecuencia para no entender cosas en el trascurso del curso. ",Alivio,Le agradeceria demasiado ya que es algo que estuvo matando la paciencia y tranquilidad por algun tiempo. ,Decepción,Que es feo que por algunos todos nos sintamos culpables ,Femenino,,,PIMO,MBDA,,,,
10354273121,220262807,11/14/2018 09:07:37 PM,11/14/2018 09:12:54 PM,,,,,,Algunas veces,Muchas veces,Casi siempre,Algunas veces,Casi siempre,Algunas veces,Casi siempre,Casi siempre,Casi siempre,Muchas veces,Frustración,"Al intentar hacer proyectos, muchas cosas no salen tan bien cómo uno quiere y eso frustra.",Confusión,Al no saber si era mi carrera.......................................................................................................................,Disfrute,La graduación....................................................................................................................,Decepción,"Que considere la carga académica que manejan los estudiantes y que si muchos han tenido el problema, puede ser por problema de conceptos.",Satisfacción,"Se le daría las gracias por la ayuda, y en el momento que él necesite algo, le ayudaría de igual manera.",Confusión,"Que tenemos que verificar que puede ser, aunque usualmente no suelo hacer copia.",Másculino,,,,,,PDSW,,
10354270943,220262807,11/14/2018 09:06:10 PM,11/14/2018 09:16:04 PM,,,,,,Algunas veces,Algunas veces,Casi siempre,Muchas veces,Casi siempre,Algunas veces,Algunas veces,Casi siempre,Casi siempre,Algunas veces,Satisfacción,Al pasar todas las materias algun corte sin haber tenido incovenientes ,Frustración,Al no tener los resultado deseados en algunos laboratorios,Satisfacción,Satisfaccion al terminar mi carrera por completo sin ningún porblema o inconveniente con la universidad ni con mis compañeros,Frustración,Que hemos trabajado muy fuerte y constantemente en el problema y no hemos podido hallar la solucion,Alivio,"Que muchas gracias por su colaboracion, se merece una empanada",Confusión,Tratariamos de hallar a los culpables para hablar con ellos,Másculino,,,,,,PDSW,,
10354249232,220262807,11/14/2018 08:51:48 PM,11/14/2018 09:20:07 PM,,,,,,Algunas veces,Muchas veces,Algunas veces,Algunas veces,Siempre,Muchas veces,Muchas veces,Algunas veces,Muchas veces,Casi nunca,Decepción,"a lo largo del semestre e tenido situaciones duras en cuanto familiar , pero me decepciona mucho saber que por algunas situaciones mi desempeño académico baje desgarradora mente ",Curiosidad,porque desde que comencé la carrera siempre quise tener ese conocimiento así que me pongo a investigar por otro lado temas que tienen que ver con mi carrera pero me desvió  algunas veces del ahora ,Satisfacción,tener esa emoción que lo que quince lo obtuve en cuanto a conocimiento  ,Ansiedad,tenemos muchas ideas pero queremos llegar a la mas acertada no queremos hacer un trabajo importante de forma mediocre pero si el tiempo es muy corto toca escoger la idea mas aceptable e implementarla en un día ,Decepción,"cualquiera diría que estaría en un estado de satisfacción porque encontraron el problema y no sacare mala nota por aquel error, pero mi mente me estaría diciendo porque no pude ver ese error voy a terminar mi carrera y aun sigo teniendo errores ",Curiosidad,"tendría un poco de intriga de quien lo hizo, porque y su reacción ",Másculino,,,PIMO,MBDA,,,,
10354195251,220262807,11/14/2018 08:17:56 PM,11/14/2018 08:20:44 PM,,,,,,Muchas veces,Algunas veces,Siempre,Algunas veces,Muchas veces,Siempre,Algunas veces,Siempre,Algunas veces,Siempre,Aburrimiento,,Frustración,,Alivio,,Aburrimiento,,Alivio,,Temor,,Másculino,,,PIMO,MBDA,,,,
10354179393,220262807,11/14/2018 08:07:48 PM,11/14/2018 08:46:24 PM,,,,,,Algunas veces,Muchas veces,Casi siempre,Muchas veces,Muchas veces,Algunas veces,Muchas veces,Algunas veces,Muchas veces,Casi siempre,Frustración,Por aveces no poder procesar rápidamente un tema nuevo y por no poder rendir correctamente académica mente esto debido a cancelación de materias.,Ansiedad,"me estresó mucho por culminar un trabajo y no poder rendir adecuadamente en el estudio, debido a que se me han dificultad algunas materias vistas ",Satisfacción,sentiría una gran satisfacción en ultimo semestres porque ya habré culminado la totalidad de la carrera y habré podido superarme a mi mismo como persona .,Frustración,"a nuestro grupo se nos a dificultado un poco el tema del trabajo, el cual pediría la posibilidad de aplazamiento de la entrega final, para poder entregar en su totalidad el trabajo asignado.",Alivio,un gran agradecimiento por habernos ayudado a encontrado el error y que sentimos un gran alivio por haber podido corregir el error .,Confusión,confusión porque no he hecho plagio en dicha acusación. ,Femenino,,,PIMO,,,,,
10354133480,220262807,11/14/2018 07:21:59 PM,11/15/2018 10:06:42 AM,,,,,,Algunas veces,Muchas veces,Algunas veces,Casi nunca,Nunca,Algunas veces,Muchas veces,Nunca,Muchas veces,Algunas veces,Satisfacción,"Pude superar aquellos miedos que sentía por pensar que iba a perder materias, y que ahora veo el resultado de mis esfuerzos.",Ansiedad,"Sentir que las materias se caen y no poderlas rescatar, también influye nuestra vida emocional, lo cual a veces amortigua o hace más peso.",Alivio,El saber que pude superarme a mí mismo y conseguir el título que tanto anhelé.,Frustración,"Qué se intentó hacer el trabajo, hubo el empeño de cada uno de los integrantes, no es justo!",Alivio,"Muchas gracias parce, en la buena! Le debo una! Usted es un verdadero compañero y amigo",Curiosidad,Esperemos no salgamos todos afectados y que el profesor tenga compasión de aquel muchacho.,Másculino,,,PIMO,,,,,
10354099707,220262807,11/14/2018 07:21:59 PM,11/14/2018 07:28:30 PM,,,,,,Casi nunca,Algunas veces,Algunas veces,Muchas veces,Siempre,Algunas veces,Casi siempre,Casi siempre,Casi siempre,Muchas veces,Frustración,"Es un sentimiento común durante momentos académicos, deportivos y personales, ya que a pesar del esfuerzo muchas veces no logro llegar a las metas planteadas",Temor,"Una semana en la que tuve malas notas en todos los parciales presentados, la situación personal fue difícil y en el deporte no se rindió de la manera esperada, temi no poder superarlo  temo aun",Satisfacción,Saber que me estoy graduando manteniendo mi beca y confiado de lo que aprendi,Ansiedad,"Necesito ayuda, no puedo hacer esto y enserio quiero aprender, pero solo no puedo",Disfrute,Un profundo y grato agradecimiento de cualquier forma posible,Temor,"En lo personal, prefiero perder antes que hacer copia, asi que dada la situación descrita significaría que alguien del otro grupo de trabajo se copio de mi y me causaría castigos a mi",Másculino,,PIMB,,,,,,
10354064554,220262807,11/14/2018 07:02:24 PM,11/14/2018 07:15:37 PM,,,,,,Algunas veces,Casi nunca,Casi siempre,Algunas veces,Muchas veces,Algunas veces,Algunas veces,Muchas veces,Muchas veces,Casi siempre,Frustración,"Frustración al no entender algo, estudiarlo más y no poder entender bien.",Decepción,Estudiar demasiado y que no sen las cosas como esperabas,Satisfacción,Tener la satisfacción de que logré cumplir con mis objetivos y a la vez disfrutar por todo lo vivido y aprendido,Frustración,"Que al haber estado trabajando en eso y no poder solucionarlo nos sentimos frustrados, ya que lo intentamos mucho tiempo pero no lo logramos.",Alivio,Me sentiría aliviado ya que con su ayuda por fin pudimos encontrar el error pero podría sentir un poco de temor ya que podrían surgir más problemas.,Curiosidad,curiosidad de saber cual fue el problema y un poco de temor ya que el profesor puede ponerse estricto con los demás y puede complicarse mucho la materia.,Másculino,,,,MBDA,,,,
10354051906,220262807,11/14/2018 06:54:59 PM,11/14/2018 06:59:18 PM,,,,,,Algunas veces,Casi siempre,Casi nunca,Casi nunca,Muchas veces,Algunas veces,Muchas veces,Casi nunca,Muchas veces,Nunca,Disfrute,,Frustración,,Disfrute,,Frustración,,Satisfacción,,Aburrimiento,,Másculino,,,,,,,ARSW,
10353967396,220262807,11/14/2018 06:09:49 PM,11/14/2018 06:14:18 PM,,,,,,Muchas veces,Algunas veces,Casi siempre,Muchas veces,Siempre,Algunas veces,Muchas veces,Siempre,Muchas veces,Siempre,Frustración,"Realizando el parcial de arsw del 2 corte, sumandole a frustacion las emociones de ansiedad, temor y confusion",Temor,Casi perder calculo diferencias y algunas materias de programacion,Satisfacción,Graduarme con honores y sin haber perdido ni una sola materia,Frustración,"que el tambien fue estudiante, que uno de alumno se esfuerza y da su maximo pero no lo valora, que tenga mas corazon con eso",Satisfacción,"Que estoy totalmente agradecido con el, que gracias por ayudarnos",Ansiedad,"que me siento ansioso por la situacion para que se aclare la verdad, y temeroso por alguna sancion",Másculino,,,,,,,ARSW,
10353965952,220262807,11/14/2018 06:08:29 PM,11/21/2018 05:19:19 PM,,,,,,Algunas veces,Algunas veces,Casi siempre,Muchas veces,Muchas veces,Algunas veces,Algunas veces,Muchas veces,Algunas veces,Muchas veces,Ansiedad,No saber cómo manejar la cancelación de una materia y no saber cuál es el proceso,Confusión,Quedar con un promedio inferior a tres y corree riesgo con mi situación,Satisfacción,Graduarme de la universidad rumbo a cumplir mis metas y sueños,Ansiedad,"Que todo el grupo está pidiendo el plazo, que por favor deje entregarlo después",Alivio,"Que muchas gracias por la ayuda prestada, quedo muy agradecido por lo hecho",Confusión,Que no entiendo por qué fui llamado a esa reunión si no he hecho copia,Másculino,,PIMB,,,,,,
10353949773,220262807,11/14/2018 06:01:12 PM,11/14/2018 06:09:20 PM,,,,,,Muchas veces,Casi nunca,Casi siempre,Algunas veces,Muchas veces,Casi siempre,Algunas veces,Casi siempre,Algunas veces,Muchas veces,Frustración,Obtuve una nota muy baja en un parcial que pensé había aprobado,Frustración,Sin importar cuanto me esforzara no obtenía los resultados que quería,Disfrute,,Ansiedad,,Disfrute,"Que es un verdadero crack, y que para lo que alguna vez me necesite que cuente conmigo",Frustración,Que es una verdadera pendejada que teniendo conocimiento de lo que esta en juego algunos idiotas se les ocurra la brillante idea de hacer copia,Másculino,,PIMB,,,,,,
10353931622,220262807,11/14/2018 05:51:49 PM,11/14/2018 06:04:08 PM,,,,,,Muchas veces,Algunas veces,Casi siempre,Muchas veces,Siempre,Muchas veces,Algunas veces,Muchas veces,Algunas veces,Casi siempre,Disfrute,en una clase que se me dificulta cuando saque buena nota en un parcial,Decepción,"En mi segundo semestre cuando tuve que ver unas materias con un profesor del programa que me quito toda la motivación de seguir la carrera ese semestre; al punto que casi dejo la escuela por eso. En la parte académica un gran profesor, pero como persona una porquería. Además de que me di cuenta que a la universidad no le interesa como están sus estudiantes ya que este profesor no le importo ni cinco que una de las causas de mi falta de motivación fue la muerte de un familiar",Alivio,de haber terminado la carrera para poder dedicarme a lo que me gusta y aplicar lo aprendido en el proceso,Ansiedad,que es un desconsiderado ya que no se ha atrasado el proyecto por falta de trabajo; y que además debería ayudar a solucionar los problemas que no se han podido dar solución. Sino para que está ahí,Alivio,"Claro porque ya sabría la causa de la falla, y me esmeraría en solucionar el problema",Confusión,Ya que no sabría como va a manejar la situación el profesor,Másculino,,,PIMO,,,,,
10353831383,220262807,11/14/2018 05:07:26 PM,11/14/2018 05:16:22 PM,,,,,,Algunas veces,Casi siempre,Algunas veces,Muchas veces,Casi siempre,Algunas veces,Casi siempre,Algunas veces,Casi siempre,Algunas veces,Satisfacción,Porque a sido un semestre en el que academicamente me a ido mejor,Confusión,Con algunos temas de ciertso temas de algunas materias ,Disfrute,Me gustaria que pueda disfrutar el ultomo semestre,Frustración,"que no estoy preparado para esta entrega, y preferiria entregarlo otro dia para sacar una buena nota",Alivio,Que gracias a el puede terminar el proyecto y que le regalaria algo o lo invitaria a hacer algo ,Decepción,Que la embarramos y eso tiene unas consecuencias y que esas consecuencias seran fuertes ya que el plagio es un delito,Másculino,,,,MBDA,,,,
10353775144,220262807,11/14/2018 04:46:01 PM,11/14/2018 04:49:18 PM,,,,,,Nunca,Casi nunca,Algunas veces,Muchas veces,Casi siempre,Siempre,Casi siempre,Muchas veces,Algunas veces,Casi nunca,Alivio,ewg dgwrh jur jrery rw ej  y k kyttu tutu tyu46u rht rhrw yr ytu 7 jn fgs dds fdfh t jy g h j kytkyk  tuky  yjy gr her y eryet uh ret jt 7u5y yjn5y i5ry 4t,Satisfacción,rhbe rhet  i64u5y5 thgfh gkyf dsvfs jtg hfdh   rw ej  y k kyttu tutu tyu46u rht rhrw yr ytu 7 jn fgsr ut j hg fngfm krythbdfjd ,Disfrute,tdn rgreh b fgj tyu rt ytj gjy tk ty ikyk uykuku ku ytyj h jtu ku  rw ej  y k kyttu tutu tyu46u rht rhrw yr ytu 7 jn fgs geru5y thgbg hj y57i rewwe f  ghrt jty,,,,,,,,,,,,,,,
10353666532,220262807,11/14/2018 04:05:50 PM,11/14/2018 04:17:43 PM,,,,,,Casi siempre,Algunas veces,Muchas veces,Casi siempre,Muchas veces,Algunas veces,Muchas veces,Casi siempre,Algunas veces,Casi nunca,Disfrute,Game jam de 48 horas cuando mi proyecto se encontraba en un estado deseado,Alivio,Momento en que tenia problemas con una materia y siendo el parcial mas alto sabia que habia logrado pasar,Disfrute,En mi ultimo semestre me sentiría feliz y orgulloso de mi mismo si logro realizar mis practicas en una empresa de desarrollo de videojuegos,Decepción,No realice una adecuada distribución de mi tiempo y dedicacion adecuada,Disfrute,Le agradeceria por colaborarme con mi proyecto ya que fue el proyecto definitivo del semestre  ,Alivio,tranquilidad por que en ningun momento e tenido la intención de realizar copia  ,Másculino,,,,,,PDSW,,
